60	32.9962230335
33	32.9962230335
12	32.9679814395
28	32.967614579
31	32.9649885868
24	32.9576118399
23	32.9576118399
90	32.9565551569
29	32.9558674719
7	32.9432840387
13	32.9353801481
35	32.93320784
123	32.9292523987
40	32.9279211377
39	32.9270605607
38	32.9252379862
37	32.9246837829
25	32.9234375973
30	32.9197908507
9	32.9191712175
10	32.9191712175
8	32.9191712175
34	32.9154212897
41	32.9047966742
36	32.8653108811
43	32.8555893804
48	32.8524256804
44	32.8248898073
95	32.734625122
62	32.7280857865
63	32.7280857865
92	32.7280857865
99	32.702221396
49	32.7020902247
50	32.7020902247
47	32.6963945013
61	31.949748072
59	31.949748072
93	31.9067600582
94	31.9067600582
42	30.98507974
67	30.1135767168
58	30.1135767168
65	28.5924371395
98	28.5924371395
56	28.3203933753
64	28.3203933753
68	28.3203933753
71	28.3203933753
57	28.3203933753
26	12.4615384615
22	12.4615384615
17	12.4615384615
19	12.4615384615
18	12.4615384615
15	12.4615384615
14	12.4615384615
16	12.4615384615
122	12.4615384615
20	12.4615384615
21	12.4615384615
125	12.4615384615
