1	2	0.25
1	3	0.333333333333
1	4	0.333333333333
1	5	0.333333333333
2	1	0.333333333333
2	3	0.333333333333
2	4	0.333333333333
2	5	0.333333333333
2	6	0.166666666667
2	7	0.333333333333
3	1	0.111111111111
3	2	0.0833333333333
4	1	0.111111111111
4	2	0.0833333333333
5	1	0.111111111111
5	2	0.0833333333333
6	2	0.0833333333333
6	7	0.333333333333
6	8	0.166666666667
6	9	0.166666666667
7	2	0.0833333333333
7	6	0.166666666667
8	6	0.166666666667
8	9	0.333333333333
8	10	0.333333333333
9	6	0.166666666667
9	8	0.333333333333
9	10	0.333333333333
10	8	0.166666666667
10	9	0.166666666667
